	trp-L[-0.0]	utp[0.0]	his-L[0.0]	mobd[0.0]	dgtp[-0.0]	thmpp[0.0]	asn-L[-0.0]	nh4[0.0]	pydx5p[-0.0]	nadp[-0.0]	dctp[-0.0]	met-L[-0.0]	phe-L[0.0]	fe2[-0.0]	k[-0.0]	arg-L[-0.0]	fe3[0.0]	protein[-0.0]	pe160c[-0.0]	gly[-0.0]	dna[-0.0]	mlthf[0.0]	utp[-0.0]	pe160p[0.0]	atp[-0.0]	arg-L[0.0]	inorganic[-0.0]	mg2[-0.0]	murein[0.0]	sheme2[-0.0]	cu2[0.0]	pro-L[-0.0]	ser-L[0.0]	mg2[0.0]	met-L[0.0]	murein5px4p[0.0]	ser-L[-0.0]	lipids[0.0]	mn2[0.0]	dna[0.0]	lipids[-0.0]	ile-L[0.0]	k[0.0]	2ohph[-0.0]	lys-L[-0.0]	ribflv[0.0]	ctp[0.0]	lys-L[0.0]	pydx5p[0.0]	gtp[0.0]	his-L[-0.0]	zn2[0.0]	glu-L[0.0]	thr-L[-0.0]	cobalt2[0.0]	phe-L[-0.0]	nh4[-0.0]	2ohph[0.0]	ile-L[-0.0]	sheme2[0.0]	tyr-L[-0.0]	dctp[0.0]	thr-L[0.0]	murein5px4p[-0.0]	cobalt2[-0.0]	lps[0.0]	solublep[-0.0]	fad[-0.0]	dgtp[0.0]	mn2[-0.0]	mlthf[-0.0]	kdo2lipid4[0.0]	glu-L[-0.0]	asp-L[-0.0]	pe161p[0.0]	nadp[0.0]	cl[-0.0]	pheme[-0.0]	rna[-0.0]	amet2[-0.0]	ala-L[0.0]	val-L[-0.0]	protein[0.0]	gly[0.0]	lps[-0.0]	amet2[0.0]	pro-L[0.0]	dttp[-0.0]	gln-L[-0.0]	ala-L[-0.0]	fad[0.0]	nad[-0.0]	mobd[-0.0]	leu-L[0.0]	nad[0.0]	ctp[-0.0]	trp-L[0.0]	gln-L[0.0]	cys-L[-0.0]	dttp[0.0]	coa[0.0]	coa[-0.0]	10fthf[-0.0]	asp-L[0.0]	asn-L[0.0]	solublep[0.0]	udcpdp[-0.0]	pe161p[-0.0]	ca2[0.0]	so4[-0.0]	pe160p[-0.0]	pe160c[0.0]	cl[0.0]	pi[0.0]	rna[0.0]	atp[0.0]	tyr-L[0.0]	pi[-0.0]	thf[-0.0]	pheme[0.0]	pe161c[0.0]	ribflv[-0.0]	so4[0.0]	murein[-0.0]	original	fe3[-0.0]	thf[0.0]	gtp[-0.0]	pe161c[-0.0]	thmpp[-0.0]	udcpdp[0.0]	kdo2lipid4[-0.0]	ca2[-0.0]	fe2[0.0]	cu2[-0.0]	datp[-0.0]	cys-L[0.0]	val-L[0.0]	zn2[-0.0]	inorganic[0.0]	datp[0.0]	leu-L[-0.0]	10fthf[0.0]
M_cys_L_c	 0.08695300312429169	 0.09158	 0.08697066594456962	 0.09158	 0.09158	 0.09158	 0.08712253092307914	 0.09158	 0.09158	 0.09158	 0.09158	 0.08702314418675793	 0.08707807252469466	 0.09158	 0.09158	 0.08732369707754035	 0.09158	 0.08693611997239149	 0.09158	 0.08754103956231729	 0.0897910137426713	 0.09158	 0.09158	 0.09158	 0.09158	 0.08732369707754035	 0.08783701240733857	 0.09158	 0.0892239126032439	 0.09158	 0.09158	 0.087069462543003	 0.08705002796547365	 0.09158	 0.08702314418675793	 0.09158	 0.08705002796547365	 0.09588542644013769	 0.09158	 0.0897910137426713	 0.09588542644013769	 0.08720491496673588	 0.09158	 0.09158	 0.08736501124187845	 0.09158	 0.09158	 0.08736501124187845	 0.09158	 0.09158	 0.08697066594456962	 0.09158	 0.08718571941589769	 0.08711905167043353	 0.09158	 0.08707807252469466	 0.09158	 0.09158	 0.08720491496673588	 0.09158	 0.08702325711300028	 0.09158	 0.08711905167043353	 0.09158	 0.09158	 0.09007727627320054	 0.08960118073264452	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.08718571941589769	 0.08712236065498592	 0.09158	 0.09158	 0.09158	 0.09158	 0.11008145061439184	 0.09158	 0.08746552366029736	 0.08743700115763232	 0.08693611997239149	 0.08754103956231729	 0.09007727627320054	 0.09158	 0.087069462543003	 0.09158	 0.08718577999203556	 0.08746552366029736	 0.09158	 0.09158	 0.09158	 0.08758532358097255	 0.09158	 0.09158	 0.08695300312429169	 0.08718577999203556	 0.08547140553529192	 0.09158	 0.09158	 0.09158	 0.09158	 0.08712236065498592	 0.08712253092307914	 0.08960118073264452	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.11008145061439184	 0.09158	 0.08702325711300028	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.0892239126032439	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.09158	 0.08547140553529192	 0.08743700115763232	 0.09158	 0.08783701240733857	 0.09158	 0.08758532358097255	 0.09158
M_gly_c	 0.58168559537481	 0.6126	 0.5818037535494582	 0.6126	 0.6126	 0.6126	 0.5828196778679621	 0.6126	 0.6126	 0.6126	 0.6126	 0.5821548148866718	 0.5825222665192509	 0.6126	 0.6126	 0.584165410046525	 0.6126	 0.5815726529126524	 0.6126	 0.5185399497604395	 0.6006709074044873	 0.6126	 0.6126	 0.6126	 0.6126	 0.584165410046525	 0.5875993125283275	 0.6126	 0.5968771964103537	 0.6126	 0.6126	 0.5824646687118545	 0.5823346580923839	 0.6126	 0.5821548148866718	 0.6126	 0.5823346580923839	 0.6414404260066018	 0.6126	 0.6006709074044873	 0.6414404260066018	 0.5833707987006187	 0.6126	 0.6126	 0.5844417875541087	 0.6126	 0.6126	 0.5844417875541087	 0.6126	 0.6126	 0.5818037535494582	 0.6126	 0.5832423870872567	 0.5827964028679746	 0.6126	 0.5825222665192509	 0.6126	 0.6126	 0.5833707987006187	 0.6126	 0.5821555703242777	 0.6126	 0.5827964028679746	 0.6126	 0.6126	 0.6025859049838852	 0.5994009900526808	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.5832423870872567	 0.5828185388331545	 0.6126	 0.6126	 0.6126	 0.6126	 0.7364069306361506	 0.6126	 0.5851141809603143	 0.5849233752566796	 0.5815726529126524	 0.5185399497604395	 0.6025859049838852	 0.6126	 0.5824646687118545	 0.6126	 0.5832427923207225	 0.5851141809603143	 0.6126	 0.6126	 0.6126	 0.5859156011031494	 0.6126	 0.6126	 0.58168559537481	 0.5832427923207225	 0.5817350431746646	 0.6126	 0.6126	 0.6126	 0.6126	 0.5828185388331545	 0.5828196778679621	 0.5994009900526808	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.7364069306361506	 0.6126	 0.5821555703242777	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.5968771964103537	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.6126	 0.5817350431746646	 0.5849233752566796	 0.6126	 0.5875993125283275	 0.6126	 0.5859156011031494	 0.6126
M_fad_c	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018934927502839824	 2.23E-4	 2.23E-4	 0.0018925815420308642	 0.0019066496408926925	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0043389157570316765	 2.23E-4	 2.23E-4	 0.0019534313524771853	 0.0018936632723553731	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019109214473973708	 2.23E-4	 0.0019410938913036451	 0.001898309038834843	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.002086017190880614	 2.23E-4	 0.0019534313524771853	 0.002086017190880614	 2.23E-4	 2.23E-4	 0.0018946811923312395	 2.23E-4	 0.0018932564600182419	 2.23E-4	 2.23E-4	 0.0018925815420308642	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018946811923312395	 2.23E-4	 0.001898309038834843	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019596590826126067	 0.0018913222530650901	 0.0018164669945685945	 2.23E-4	 2.23E-4	 0.0018936632723553731	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019066496408926925	 2.23E-4	 0.0018944826649711674	 0.002394856099660341	 0.0018933752048916966	 2.23E-4	 2.23E-4	 0.0043389157570316765	 2.23E-4	 0.0019596590826126067	 0.0018933752048916966	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018164669945685945	 0.002151440920923236	 2.23E-4	 2.23E-4	 0.002151440920923236	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019177786762765892	 0.0019177786762765892	 0.001893745616239806	 2.23E-4	 2.23E-4	 0.0018913222530650901	 0.0018916137770013139	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.002394856099660341	 2.23E-4	 2.23E-4	 2.23E-4	 0.001898383366748108	 0.0018944826649711674	 2.23E-4	 0.0018932564600182419	 2.23E-4	 0.0019410938913036451	 2.23E-4	 2.23E-4	 0.001898383366748108	 2.23E-4	 2.23E-4	 0.0018934927502839824	 0.0018916137770013139	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019109214473973708	 2.23E-4	 2.23E-4	 0.001893745616239806
M_thr_L_c	 0.24086980869942978	 0.2537	 0.24091873674088402	 0.2537	 0.2537	 0.2537	 0.2413394201791483	 0.2537	 0.2537	 0.2537	 0.2537	 0.24106410750097973	 0.2412162653077904	 0.2537	 0.2537	 0.2418966735390192	 0.2537	 0.24082304042895814	 0.2537	 0.24249873719236592	 0.24873142417185823	 0.2537	 0.2537	 0.2537	 0.2537	 0.2418966735390192	 0.24331861597744475	 0.2537	 0.2471604888612991	 0.2537	 0.2537	 0.24119241466930233	 0.24113857865670413	 0.2537	 0.24106410750097973	 0.2537	 0.24113857865670413	 0.2656136475319391	 0.2537	 0.24873142417185823	 0.2656136475319391	 0.2415676334451941	 0.2537	 0.2537	 0.242011118520827	 0.2537	 0.2537	 0.242011118520827	 0.2537	 0.2537	 0.24091873674088402	 0.2537	 0.24151445956399226	 0.22988312264209354	 0.2537	 0.2412162653077904	 0.2537	 0.2537	 0.2415676334451941	 0.2537	 0.24106442031964512	 0.2537	 0.22988312264209354	 0.2537	 0.2537	 0.24952440427017447	 0.24820556492413762	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.24151445956399226	 0.2413389485169679	 0.2537	 0.2537	 0.2537	 0.2537	 0.30493826547822617	 0.2537	 0.24228954946773598	 0.2422105388583987	 0.24082304042895814	 0.24249873719236592	 0.24952440427017447	 0.2537	 0.24119241466930233	 0.2537	 0.24151462736685372	 0.24228954946773598	 0.2537	 0.2537	 0.2537	 0.24262140901183932	 0.2537	 0.2537	 0.24086980869942978	 0.24151462736685372	 0.240890284506612	 0.2537	 0.2537	 0.2537	 0.2537	 0.2413389485169679	 0.2413394201791483	 0.24820556492413762	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.30493826547822617	 0.2537	 0.24106442031964512	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.2471604888612991	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.2537	 0.240890284506612	 0.2422105388583987	 0.2537	 0.24331861597744475	 0.2537	 0.24262140901183932	 0.2537
M_asn_L_c	 0.22887629032666473	 0.2411	 0.22892278211690387	 0.2411	 0.2411	 0.2411	 0.2189869830355785	 0.2411	 0.2411	 0.2411	 0.2411	 0.22906091449834393	 0.22920549598223813	 0.2411	 0.2411	 0.22985202496281992	 0.2411	 0.22883185076693593	 0.2411	 0.23042411034065344	 0.23634645603576543	 0.2411	 0.2411	 0.2411	 0.2411	 0.22985202496281992	 0.23120316528265553	 0.2411	 0.23485374157659214	 0.2411	 0.2411	 0.229182832927501	 0.2291316775464427	 0.2411	 0.22906091449834393	 0.2411	 0.2291316775464427	 0.25238807069882646	 0.2411	 0.23634645603576543	 0.25238807069882646	 0.22953936860937293	 0.2411	 0.2411	 0.22996077143886895	 0.2411	 0.2411	 0.22996077143886895	 0.2411	 0.2411	 0.22892278211690387	 0.2411	 0.22948884239051032	 0.2293133606277416	 0.2411	 0.22920549598223813	 0.2411	 0.2411	 0.22953936860937293	 0.2411	 0.22906121174097496	 0.2411	 0.2293133606277416	 0.2411	 0.2411	 0.2370999516448061	 0.23584678065302597	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.22948884239051032	 0.22932207048343253	 0.2411	 0.2411	 0.2411	 0.2411	 0.28975461623086046	 0.2411	 0.23022533860311734	 0.2301502621323085	 0.22883185076693593	 0.23042411034065344	 0.2370999516448061	 0.2411	 0.229182832927501	 0.2411	 0.22948900183804194	 0.23022533860311734	 0.2411	 0.2411	 0.2411	 0.23054067401926598	 0.2411	 0.2411	 0.22887629032666473	 0.22948900183804194	 0.2288957465915018	 0.2411	 0.2411	 0.2411	 0.2411	 0.22932207048343253	 0.2189869830355785	 0.23584678065302597	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.28975461623086046	 0.2411	 0.22906121174097496	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.23485374157659214	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.2411	 0.2288957465915018	 0.2301502621323085	 0.2411	 0.23120316528265553	 0.2411	 0.23054067401926598	 0.2411
M_10fthf_c	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018934927502839824	 2.23E-4	 2.23E-4	 0.0018925815420308642	 0.0019066496408926925	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0043389157570316765	 2.23E-4	 2.23E-4	 0.0019534313524771853	 0.0018936632723553731	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019109214473973708	 2.23E-4	 0.0019410938913036451	 0.001898309038834843	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.002086017190880614	 2.23E-4	 0.0019534313524771853	 0.002086017190880614	 2.23E-4	 2.23E-4	 0.0018946811923312395	 2.23E-4	 0.0018932564600182419	 2.23E-4	 2.23E-4	 0.0018925815420308642	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018946811923312395	 2.23E-4	 0.001898309038834843	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019596590826126067	 0.0018913222530650901	 0.0018953534273887377	 2.23E-4	 2.23E-4	 0.0018936632723553731	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019066496408926925	 2.23E-4	 0.0018944826649711674	 0.002394856099660341	 0.0018933752048916966	 2.23E-4	 2.23E-4	 0.0043389157570316765	 2.23E-4	 0.0019596590826126067	 0.0018933752048916966	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018953534273887377	 0.002151440920923236	 2.23E-4	 2.23E-4	 0.002151440920923236	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019177786762765892	 0.0019177786762765892	 0.0018149261020662616	 2.23E-4	 2.23E-4	 0.0018913222530650901	 0.0018916137770013139	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.002394856099660341	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018193708249372783	 0.0018944826649711674	 2.23E-4	 0.0018932564600182419	 2.23E-4	 0.0019410938913036451	 2.23E-4	 2.23E-4	 0.0018193708249372783	 2.23E-4	 2.23E-4	 0.0018934927502839824	 0.0018916137770013139	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019109214473973708	 2.23E-4	 2.23E-4	 0.0018149261020662616
M_coa_c	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 0.0048852112520586955	 5.76E-4	 5.76E-4	 0.004882860334786668	 0.0049191560295257	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 0.011194402553063332	 5.76E-4	 5.76E-4	 0.005039852844334657	 0.0048856511989989505	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 0.0049301772902092394	 5.76E-4	 0.00500802219479149	 0.004897637276408827	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 0.0053819243043573715	 5.76E-4	 0.005039852844334657	 0.0053819243043573715	 5.76E-4	 5.76E-4	 0.004888277432513208	 5.76E-4	 0.004884601623178535	 5.76E-4	 5.76E-4	 0.004882860334786668	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 0.004888277432513208	 5.76E-4	 0.004897637276408827	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 0.0050559203879404	 0.004879611369284016	 0.004890011798946047	 5.76E-4	 5.76E-4	 0.0048856511989989505	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 0.0049191560295257	 5.76E-4	 0.0048877652319288005	 0.006178728681885605	 0.00488490798494931	 5.76E-4	 5.76E-4	 0.011194402553063332	 5.76E-4	 0.0050559203879404	 0.00488490798494931	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 0.004890011798946047	 0.0055507175263583165	 5.76E-4	 5.76E-4	 0.0055507175263583165	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 0.004416556478269544	 0.004416556478269544	 0.004885863646218888	 5.76E-4	 5.76E-4	 0.004879611369284016	 0.004880363501032751	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 0.006178728681885605	 5.76E-4	 5.76E-4	 5.76E-4	 0.004897829042423336	 0.0048877652319288005	 5.76E-4	 0.004884601623178535	 5.76E-4	 0.00500802219479149	 5.76E-4	 5.76E-4	 0.004897829042423336	 5.76E-4	 5.76E-4	 0.0048852112520586955	 0.004880363501032751	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 5.76E-4	 0.0049301772902092394	 5.76E-4	 5.76E-4	 0.004885863646218888
M_ala_L_c	 0.48773637658524216	 0.5137	 0.48783545079375823	 0.5137	 0.5137	 0.5137	 0.48868729111769227	 0.5137	 0.5137	 0.5137	 0.5137	 0.48812981150327733	 0.488437915278357	 0.5137	 0.5137	 0.489815671366138	 0.5137	 0.4876416756889273	 0.5137	 0.491034787810588	 0.5036553324117629	 0.5137	 0.5137	 0.5137	 0.5137	 0.489815671366138	 0.49269495730228413	 0.5137	 0.5004743513649517	 0.5137	 0.5137	 0.4883896202095053	 0.48828060786853905	 0.5137	 0.48812981150327733	 0.5137	 0.48828060786853905	 0.5378400834804345	 0.5137	 0.5036553324117629	 0.5378400834804345	 0.48914939930829887	 0.5137	 0.5137	 0.490047410582633	 0.5137	 0.5137	 0.490047410582633	 0.5137	 0.5137	 0.48783545079375823	 0.5137	 0.4890417277147255	 0.4886677753100992	 0.5137	 0.488437915278357	 0.5137	 0.5137	 0.48914939930829887	 0.5137	 0.48813044492862534	 0.5137	 0.4886677753100992	 0.5137	 0.5137	 0.5052610348530331	 0.502590521983831	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.4890417277147255	 0.4886863360507037	 0.5137	 0.5137	 0.5137	 0.5137	 0.6174683555801352	 0.5137	 0.44349089975715905	 0.4904512160798425	 0.4876416756889273	 0.491034787810588	 0.5052610348530331	 0.5137	 0.4883896202095053	 0.5137	 0.48904206749811335	 0.44349089975715905	 0.5137	 0.5137	 0.5137	 0.49128318551996536	 0.5137	 0.5137	 0.48773637658524216	 0.48904206749811335	 0.48777783797077934	 0.5137	 0.5137	 0.5137	 0.5137	 0.4886863360507037	 0.48868729111769227	 0.502590521983831	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.6174683555801352	 0.5137	 0.48813044492862534	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.5004743513649517	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.5137	 0.48777783797077934	 0.4904512160798425	 0.5137	 0.49269495730228413	 0.5137	 0.49128318551996536	 0.5137
M_pydx5p_c	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018934927502839824	 2.23E-4	 2.23E-4	 0.0018138104777456385	 0.0019066496408926925	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0043389157570316765	 2.23E-4	 2.23E-4	 0.0019534313524771853	 0.0018936632723553731	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019109214473973708	 2.23E-4	 0.0019410938913036451	 0.001898309038834843	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.002086017190880614	 2.23E-4	 0.0019534313524771853	 0.002086017190880614	 2.23E-4	 2.23E-4	 0.0018946811923312395	 2.23E-4	 0.0018932564600182419	 2.23E-4	 2.23E-4	 0.0018138104777456385	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018946811923312395	 2.23E-4	 0.001898309038834843	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019596590826126067	 0.0018913222530650901	 0.0018953534273887377	 2.23E-4	 2.23E-4	 0.0018936632723553731	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019066496408926925	 2.23E-4	 0.0018944826649711674	 0.002394856099660341	 0.0018933752048916966	 2.23E-4	 2.23E-4	 0.0043389157570316765	 2.23E-4	 0.0019596590826126067	 0.0018933752048916966	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0018953534273887377	 0.002151440920923236	 2.23E-4	 2.23E-4	 0.002151440920923236	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019177786762765892	 0.0019177786762765892	 0.001893745616239806	 2.23E-4	 2.23E-4	 0.0018913222530650901	 0.0018916137770013139	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.002394856099660341	 2.23E-4	 2.23E-4	 2.23E-4	 0.001898383366748108	 0.0018944826649711674	 2.23E-4	 0.0018932564600182419	 2.23E-4	 0.0019410938913036451	 2.23E-4	 2.23E-4	 0.001898383366748108	 2.23E-4	 2.23E-4	 0.0018934927502839824	 0.0018916137770013139	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 2.23E-4	 0.0019109214473973708	 2.23E-4	 2.23E-4	 0.001893745616239806
M_cobalt2_c	 0.003158	 0.003158	 0.003158	 0.0030096580341645858	 0.003158	 0.003158	 0.003158	 0.003010751022786071	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.0030111050356970166	 0.005766891756592402	 0.003158	 0.0030111050356970166	 0.006900223117272596	 0.003158	 0.003158	 0.0031065623144500565	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003007789563939337	 0.0030095352340451724	 0.0030869419208851097	 0.003158	 0.0030085316507972967	 0.003158	 0.003158	 0.0030095352340451724	 0.003158	 0.003158	 0.003158	 0.0033174149602272097	 0.0030084311055833305	 0.0031065623144500565	 0.0033174149602272097	 0.003158	 0.005766891756592402	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.0030085361257294655	 0.003158	 0.003158	 0.0029696527854900286	 0.003158	 0.003010751022786071	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.0029696527854900286	 0.003116466338831938	 0.0030999945294300775	 0.003158	 0.003158	 0.0030084311055833305	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.0030087036205145032	 0.003158	 0.003808564707585524	 0.003158	 0.003158	 0.003158	 0.006900223117272596	 0.003158	 0.003116466338831938	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.0030096580341645858	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.0030999945294300775	 0.003158	 0.003158	 0.003008834196815746	 0.0030095485067362943	 0.003158	 0.003158	 0.0030087036205145032	 0.0030095469677560147	 0.003808564707585524	 0.003158	 0.003158	 0.0030095469677560147	 0.003158	 0.003158	 0.003158	 0.003158	 0.0030095485067362943	 0.0030869419208851097	 0.003158	 0.0030111050356970166	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003158	 0.003008834196815746	 0.0030111050356970166	 0.0030085316507972967	 0.003158	 0.003158	 0.003158	 0.0030085361257294655	 0.003007789563939337	 0.003158	 0.003158	 0.003158
M_dgtp_c	 0.02702	 0.02702	 0.02702	 0.02702	 0.02051988047451054	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.027248362858422755	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.05875706106761954	 0.02702	 0.02702	 0.02561205226024442	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.025877462128226225	 0.02702	 0.026286053635514003	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.028248587051740163	 0.02702	 0.02561205226024442	 0.028248587051740163	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.027248362858422755	 0.02702	 0.02702	 0.02702	 0.026537461162314892	 0.026397199739681087	 0.02702	 0.02051988047451054	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.03243084539446533	 0.02702	 0.02702	 0.02702	 0.05875706106761954	 0.02702	 0.026537461162314892	 0.02702	 0.02702	 0.02723759549399574	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02723759549399574	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.026397199739681087	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.03243084539446533	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.026286053635514003	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.02702	 0.027289094450013252	 0.02702	 0.02702	 0.02702	 0.025877462128226225	 0.027289094450013252	 0.02702	 0.02702
